documentDate,Date,documentNo,billTName,dueDate,product,productQuantity,totalPrice,Price per unit,productCost,Cost per unit,grossProfit,unit,lotNo
2024-01-16,2024-01-16,DO-0003/9099,ลูกค้าสัญญา,2024-04-24,003 / เครื่องฟอกอากาศ,535,1749347.95,3269.81,1264392.44,2363.35,27.72,G : กรัม,
2024-01-17,2024-01-17,DO-0012/4780,ลูกค้าสัญญา,2024-03-28,003 / เครื่องฟอกอากาศ,333,1424796.04,4278.67,874243.27,2625.36,38.64,PKG : แพ็ค,
2024-01-18,2024-01-18,DO-0009/7729,ลูกค้าต่างประเทศ,2024-04-03,003 / เครื่องฟอกอากาศ,790,2098795.72,2656.7,1567891.17,1984.67,25.3,UNIT : ขวด,
2024-01-19,2024-01-19,DO-0001/0133,ลูกค้าสัญญา,2024-04-15,ยางลบ,694,2570372.4,3703.71,2010424.3,2896.86,21.78,G : กรัม,
2024-01-20,2024-01-20,DO-0008/4679,ลูกค้าเงินสด,2024-08-05,ยางลบ,755,642439.05,850.91,566036.55,749.72,11.89,G : กรัม,
2024-01-21,2024-01-21,DO-0012/8872,ลูกค้าต่างประเทศ,2024-12-25,สมุดโน้ต,526,16026.86,30.47,10609.61,20.17,33.8,PKG : แพ็ค,
2024-01-22,2024-01-22,DO-0010/2867,ลูกค้าต่างประเทศ,2025-01-20,003 / เครื่องฟอกอากาศ,55,92157.96,1675.6,66032.58,1200.59,28.35,G : กรัม,
2024-01-23,2024-01-23,DO-0001/1133,ลูกค้าเงินสด,2024-06-21,ปากกาลูกลื่น,128,607314.8,4744.65,416598.2,3254.67,31.4,PKG : แพ็ค,
2024-01-24,2024-01-24,DO-0001/4076,ลูกค้าสัญญา,2024-10-06,สมุดโน้ต,873,4220979.51,4835.03,3057406.93,3502.18,27.57,PKG : แพ็ค,
2024-01-25,2024-01-25,DO-0011/1101,ลูกค้าสัญญา,2024-12-04,ยางลบ,206,43846.91,212.85,30961.63,150.3,29.39,UNIT : ขวด,
2024-01-26,2024-01-26,DO-0004/6110,ลูกค้าต่างประเทศ,2024-02-27,ดินสอ,646,1397998.54,2164.08,956328.41,1480.38,31.59,UNIT : ขวด,
2024-01-27,2024-01-27,DO-0011/7382,ลูกค้าสัญญา,2024-09-13,ยางลบ,204,684291.32,3354.37,554236.33,2716.84,19.01,PKG : แพ็ค,
2024-01-28,2024-01-28,DO-0007/6854,ลูกค้าสัญญา,2024-09-04,ดินสอ,527,1131100.2,2146.3,697044.12,1322.66,38.37,UNIT : ขวด,
2024-01-29,2024-01-29,DO-0003/5258,ลูกค้าสัญญา,2024-07-10,003 / เครื่องฟอกอากาศ,318,1407913.54,4427.4,1256319.65,3950.69,10.77,G : กรัม,
2024-01-30,2024-01-30,DO-0007/3765,ลูกค้าเงินสด,2024-05-17,สมุดโน้ต,204,240050.42,1176.72,183543.42,899.72,23.54,PKG : แพ็ค,
2024-01-31,2024-01-31,DO-0012/4883,ลูกค้าต่างประเทศ,2025-01-01,สมุดโน้ต,16,64979.18,4061.2,56387.75,3524.23,13.22,G : กรัม,
2024-02-01,2024-02-01,DO-0006/7737,ลูกค้าเงินสด,2024-06-25,สมุดโน้ต,248,974041.66,3927.59,660458.57,2663.14,32.19,UNIT : ขวด,
2024-02-02,2024-02-02,DO-0010/5110,ลูกค้าเงินสด,2024-11-21,003 / เครื่องฟอกอากาศ,212,639133.4,3014.78,416050.49,1962.5,34.9,UNIT : ขวด,
2024-02-03,2024-02-03,DO-0011/0650,ลูกค้าต่างประเทศ,2024-08-26,ดินสอ,56,46024.58,821.87,36925.65,659.39,19.77,G : กรัม,
2024-02-04,2024-02-04,DO-0002/0644,ลูกค้าต่างประเทศ,2024-02-13,ปากกาลูกลื่น,917,2431477.86,2651.56,1800432.04,1963.39,25.95,UNIT : ขวด,
2024-02-05,2024-02-05,DO-0001/5071,ลูกค้าสัญญา,2024-09-14,003 / เครื่องฟอกอากาศ,608,883497.19,1453.12,790457.74,1300.09,10.53,G : กรัม,
2024-02-06,2024-02-06,DO-0012/7658,ลูกค้าต่างประเทศ,2024-10-03,ยางลบ,537,2638057.34,4912.58,2314554.88,4310.16,12.26,G : กรัม,
2024-02-07,2024-02-07,DO-0012/3678,ลูกค้าเงินสด,2024-08-05,ดินสอ,480,575098.52,1198.12,365004.84,760.43,36.53,UNIT : ขวด,
2024-02-08,2024-02-08,DO-0005/8751,ลูกค้าต่างประเทศ,2024-06-04,สมุดโน้ต,812,3398547.87,4185.4,2238794.18,2757.14,34.12,UNIT : ขวด,
2024-02-09,2024-02-09,DO-0004/2661,ลูกค้าต่างประเทศ,2024-11-15,ปากกาลูกลื่น,989,26563.44,26.86,22195.63,22.44,16.44,PKG : แพ็ค,
2024-02-10,2024-02-10,DO-0012/9381,ลูกค้าเงินสด,2024-05-19,สมุดโน้ต,356,1605378.4,4509.49,1367404.18,3841.02,14.82,G : กรัม,
2024-02-11,2024-02-11,DO-0005/5621,ลูกค้าต่างประเทศ,2024-05-14,สมุดโน้ต,155,717185.33,4627.0,553728.12,3572.44,22.79,G : กรัม,
2024-02-12,2024-02-12,DO-0006/6274,ลูกค้าต่างประเทศ,2024-09-18,ดินสอ,40,179368.0,4484.2,150855.77,3771.39,15.9,PKG : แพ็ค,
2024-02-13,2024-02-13,DO-0002/3073,ลูกค้าสัญญา,2024-12-03,สมุดโน้ต,45,16036.64,356.37,12261.65,272.48,23.54,UNIT : ขวด,
2024-02-14,2024-02-14,DO-0010/8677,ลูกค้าต่างประเทศ,2025-01-31,ยางลบ,719,1853585.84,2578.01,1621566.85,2255.31,12.52,PKG : แพ็ค,
2024-02-15,2024-02-15,DO-0005/9536,ลูกค้าเงินสด,2024-11-26,ดินสอ,780,255691.03,327.81,162842.56,208.77,36.31,UNIT : ขวด,
2024-02-16,2024-02-16,DO-0004/7394,ลูกค้าสัญญา,2024-04-13,003 / เครื่องฟอกอากาศ,387,830756.52,2146.66,728789.68,1883.18,12.27,G : กรัม,
2024-02-17,2024-02-17,DO-0001/0648,ลูกค้าสัญญา,2024-04-18,ปากกาลูกลื่น,274,156439.74,570.95,96916.14,353.71,38.05,G : กรัม,
2024-02-18,2024-02-18,DO-0001/6881,ลูกค้าเงินสด,2024-11-26,ปากกาลูกลื่น,243,737451.55,3034.78,557519.78,2294.32,24.4,PKG : แพ็ค,
2024-02-19,2024-02-19,DO-0003/4780,ลูกค้าเงินสด,2024-09-03,ดินสอ,767,1985905.01,2589.19,1447012.93,1886.59,27.14,PKG : แพ็ค,
2024-02-20,2024-02-20,DO-0001/7793,ลูกค้าสัญญา,2024-08-22,ยางลบ,519,1219148.37,2349.03,921425.57,1775.39,24.42,G : กรัม,
2024-02-21,2024-02-21,DO-0009/4750,ลูกค้าต่างประเทศ,2024-02-29,สมุดโน้ต,680,2390485.71,3515.42,2122163.23,3120.83,11.22,PKG : แพ็ค,
2024-02-22,2024-02-22,DO-0009/3091,ลูกค้าสัญญา,2024-09-09,สมุดโน้ต,846,3307207.17,3909.23,2032580.43,2402.58,38.54,G : กรัม,
2024-02-23,2024-02-23,DO-0007/3876,ลูกค้าเงินสด,2024-03-16,ปากกาลูกลื่น,513,647760.44,1262.69,411629.12,802.4,36.45,UNIT : ขวด,
2024-02-24,2024-02-24,DO-0010/8060,ลูกค้าเงินสด,2024-07-18,ยางลบ,299,1097635.32,3671.02,969218.28,3241.53,11.7,UNIT : ขวด,
2024-02-25,2024-02-25,DO-0004/8244,ลูกค้าสัญญา,2024-07-12,ปากกาลูกลื่น,626,662733.55,1058.68,504616.08,806.1,23.86,UNIT : ขวด,
2024-02-26,2024-02-26,DO-0011/0410,ลูกค้าเงินสด,2024-03-19,ปากกาลูกลื่น,177,714111.06,4034.53,488245.88,2758.45,31.63,PKG : แพ็ค,
2024-02-27,2024-02-27,DO-0004/9123,ลูกค้าเงินสด,2024-03-24,ดินสอ,686,2090384.74,3047.21,1540581.82,2245.75,26.3,UNIT : ขวด,
2024-02-28,2024-02-28,DO-0004/7911,ลูกค้าสัญญา,2024-04-19,ปากกาลูกลื่น,3,13362.51,4454.17,11987.11,3995.7,10.29,G : กรัม,
2024-02-29,2024-02-29,DO-0011/5539,ลูกค้าเงินสด,2024-11-27,ปากกาลูกลื่น,316,890356.95,2817.59,732770.24,2318.89,17.7,UNIT : ขวด,
2024-03-01,2024-03-01,DO-0011/9889,ลูกค้าเงินสด,2025-02-20,ปากกาลูกลื่น,344,846515.2,2460.8,759936.37,2209.12,10.23,PKG : แพ็ค,
2024-03-02,2024-03-02,DO-0008/0143,ลูกค้าเงินสด,2024-11-01,ปากกาลูกลื่น,481,80124.55,166.58,50038.41,104.03,37.55,G : กรัม,
2024-03-03,2024-03-03,DO-0006/0834,ลูกค้าเงินสด,2024-12-25,ดินสอ,288,547917.06,1902.49,421359.64,1463.05,23.1,UNIT : ขวด,
2024-03-04,2024-03-04,DO-0007/0007,ลูกค้าเงินสด,2024-07-22,003 / เครื่องฟอกอากาศ,909,950263.27,1045.39,702260.84,772.56,26.1,PKG : แพ็ค,
2024-03-05,2024-03-05,DO-0012/7391,ลูกค้าต่างประเทศ,2024-03-19,ปากกาลูกลื่น,608,1556926.98,2560.74,1282420.45,2109.24,17.63,UNIT : ขวด,
2024-03-06,2024-03-06,DO-0009/3691,ลูกค้าเงินสด,2025-02-04,สมุดโน้ต,248,907854.25,3660.7,683863.78,2757.52,24.67,PKG : แพ็ค,
2024-03-07,2024-03-07,DO-0012/8359,ลูกค้าต่างประเทศ,2025-03-06,ยางลบ,914,187412.11,205.05,162770.58,178.09,13.15,PKG : แพ็ค,
2024-03-08,2024-03-08,DO-0010/6364,ลูกค้าต่างประเทศ,2024-06-10,ยางลบ,189,375693.41,1987.8,276036.0,1460.51,26.53,PKG : แพ็ค,
2024-03-09,2024-03-09,DO-0006/8395,ลูกค้าเงินสด,2024-08-12,ปากกาลูกลื่น,253,491932.04,1944.4,354810.78,1402.41,27.87,UNIT : ขวด,
2024-03-10,2024-03-10,DO-0004/4464,ลูกค้าต่างประเทศ,2024-03-11,สมุดโน้ต,56,186625.93,3332.61,111995.12,1999.91,39.99,UNIT : ขวด,
2024-03-11,2024-03-11,DO-0012/5124,ลูกค้าสัญญา,2024-11-05,ดินสอ,868,1581045.18,1821.48,1142452.91,1316.19,27.74,G : กรัม,
2024-03-12,2024-03-12,DO-0010/9465,ลูกค้าสัญญา,2024-06-06,ยางลบ,831,4102988.45,4937.41,3352413.61,4034.19,18.29,PKG : แพ็ค,
2024-03-13,2024-03-13,DO-0004/9028,ลูกค้าสัญญา,2024-06-26,ยางลบ,277,445414.66,1608.0,306196.26,1105.4,31.26,UNIT : ขวด,
2024-03-14,2024-03-14,DO-0002/0793,ลูกค้าสัญญา,2024-06-17,003 / เครื่องฟอกอากาศ,473,2059457.43,4354.03,1723977.91,3644.77,16.29,G : กรัม,
2024-03-15,2024-03-15,DO-0001/9842,ลูกค้าต่างประเทศ,2025-02-24,ยางลบ,266,191598.21,720.29,132003.29,496.25,31.1,UNIT : ขวด,
2024-03-16,2024-03-16,DO-0008/5315,ลูกค้าสัญญา,2024-12-17,ดินสอ,443,604770.29,1365.17,520052.61,1173.93,14.01,G : กรัม,
2024-03-17,2024-03-17,DO-0005/0930,ลูกค้าต่างประเทศ,2024-09-04,ดินสอ,491,133416.48,271.72,101094.61,205.9,24.23,UNIT : ขวด,
2024-03-18,2024-03-18,DO-0010/6750,ลูกค้าสัญญา,2024-11-20,สมุดโน้ต,967,408448.92,422.39,335829.86,347.29,17.78,UNIT : ขวด,
2024-03-19,2024-03-19,DO-0003/5627,ลูกค้าต่างประเทศ,2025-01-31,003 / เครื่องฟอกอากาศ,814,1249468.17,1534.97,812593.14,998.27,34.96,PKG : แพ็ค,
2024-03-20,2024-03-20,DO-0010/9243,ลูกค้าสัญญา,2025-01-31,ยางลบ,543,167549.05,308.56,132738.07,244.45,20.78,PKG : แพ็ค,
2024-03-21,2024-03-21,DO-0008/8004,ลูกค้าเงินสด,2024-05-13,ดินสอ,181,881191.37,4868.46,742978.18,4104.85,15.68,PKG : แพ็ค,
2024-03-22,2024-03-22,DO-0004/9332,ลูกค้าเงินสด,2024-10-14,สมุดโน้ต,971,1462681.03,1506.37,1262923.22,1300.64,13.66,UNIT : ขวด,
2024-03-23,2024-03-23,DO-0004/7542,ลูกค้าเงินสด,2024-08-03,ดินสอ,381,581072.74,1525.13,518560.75,1361.05,10.76,UNIT : ขวด,
2024-03-24,2024-03-24,DO-0012/6097,ลูกค้าต่างประเทศ,2024-10-11,ยางลบ,608,2042312.68,3359.07,1394429.26,2293.47,31.72,G : กรัม,
2024-03-25,2024-03-25,DO-0002/3400,ลูกค้าต่างประเทศ,2024-06-29,ปากกาลูกลื่น,889,4184274.81,4706.72,3694040.67,4155.28,11.72,G : กรัม,
2024-03-26,2024-03-26,DO-0010/5340,ลูกค้าต่างประเทศ,2024-09-19,ดินสอ,545,1705897.5,3130.09,1145124.59,2101.15,32.87,PKG : แพ็ค,
2024-03-27,2024-03-27,DO-0012/8054,ลูกค้าสัญญา,2024-04-24,สมุดโน้ต,327,1203353.61,3679.98,843762.76,2580.31,29.88,G : กรัม,
2024-03-28,2024-03-28,DO-0006/6104,ลูกค้าต่างประเทศ,2024-04-18,003 / เครื่องฟอกอากาศ,586,580626.21,990.83,506906.4,865.03,12.7,UNIT : ขวด,
2024-03-29,2024-03-29,DO-0009/7621,ลูกค้าต่างประเทศ,2024-05-24,สมุดโน้ต,115,211298.56,1837.38,137437.89,1195.11,34.96,PKG : แพ็ค,
2024-03-30,2024-03-30,DO-0003/6093,ลูกค้าสัญญา,2024-05-15,สมุดโน้ต,206,1014357.26,4924.06,637827.2,3096.25,37.12,UNIT : ขวด,
2024-03-31,2024-03-31,DO-0010/4759,ลูกค้าสัญญา,2025-03-08,ดินสอ,224,855162.78,3817.69,627566.5,2801.64,26.61,UNIT : ขวด,
2024-04-01,2024-04-01,DO-0009/2416,ลูกค้าเงินสด,2024-06-09,ปากกาลูกลื่น,651,2083779.33,3200.89,1510692.15,2320.57,27.5,G : กรัม,
2024-04-02,2024-04-02,DO-0007/5416,ลูกค้าเงินสด,2024-04-07,003 / เครื่องฟอกอากาศ,757,2336114.69,3086.02,1678866.8,2217.79,28.13,UNIT : ขวด,
2024-04-03,2024-04-03,DO-0010/6691,ลูกค้าเงินสด,2024-09-27,ดินสอ,102,339946.66,3332.81,260344.58,2552.4,23.42,PKG : แพ็ค,
2024-04-04,2024-04-04,DO-0011/9364,ลูกค้าต่างประเทศ,2025-01-02,ยางลบ,406,533254.4,1313.43,418405.74,1030.56,21.54,G : กรัม,
2024-04-05,2024-04-05,DO-0001/0711,ลูกค้าเงินสด,2024-06-10,สมุดโน้ต,743,1953395.62,2629.07,1501692.02,2021.12,23.12,PKG : แพ็ค,
2024-04-06,2024-04-06,DO-0005/8448,ลูกค้าเงินสด,2024-08-10,สมุดโน้ต,433,575221.16,1328.46,459101.97,1060.28,20.19,PKG : แพ็ค,
2024-04-07,2024-04-07,DO-0004/7059,ลูกค้าต่างประเทศ,2024-11-25,003 / เครื่องฟอกอากาศ,383,1044389.11,2726.86,761327.57,1987.8,27.1,PKG : แพ็ค,
2024-04-08,2024-04-08,DO-0010/5954,ลูกค้าสัญญา,2025-03-07,003 / เครื่องฟอกอากาศ,61,125649.7,2059.83,94335.23,1546.48,24.92,G : กรัม,
2024-04-09,2024-04-09,DO-0001/0342,ลูกค้าเงินสด,2024-05-05,003 / เครื่องฟอกอากาศ,186,270613.89,1454.91,208746.49,1122.29,22.86,G : กรัม,
2024-04-10,2024-04-10,DO-0004/4250,ลูกค้าเงินสด,2024-05-03,ปากกาลูกลื่น,914,792562.13,867.14,635955.54,695.79,19.76,UNIT : ขวด,
2024-04-11,2024-04-11,DO-0010/1458,ลูกค้าต่างประเทศ,2025-01-22,ยางลบ,211,371309.56,1759.76,261935.54,1241.4,29.46,UNIT : ขวด,
2024-04-12,2024-04-12,DO-0008/8091,ลูกค้าต่างประเทศ,2024-09-30,สมุดโน้ต,385,874118.89,2270.44,599726.4,1557.73,31.39,UNIT : ขวด,
2024-04-13,2024-04-13,DO-0009/4907,ลูกค้าสัญญา,2024-04-28,ปากกาลูกลื่น,303,1144771.52,3778.12,836616.61,2761.11,26.92,UNIT : ขวด,
2024-04-14,2024-04-14,DO-0003/2305,ลูกค้าเงินสด,2025-03-09,003 / เครื่องฟอกอากาศ,105,365823.18,3484.03,284527.78,2709.79,22.22,UNIT : ขวด,
2024-04-15,2024-04-15,DO-0006/9749,ลูกค้าต่างประเทศ,2025-04-12,ยางลบ,759,982320.61,1294.23,637458.75,839.87,35.11,UNIT : ขวด,
2024-04-16,2024-04-16,DO-0010/7760,ลูกค้าสัญญา,2024-12-17,ดินสอ,358,1607351.85,4489.81,1255068.24,3505.78,21.92,PKG : แพ็ค,
2024-04-17,2024-04-17,DO-0002/7144,ลูกค้าเงินสด,2024-09-09,ปากกาลูกลื่น,189,530802.94,2808.48,324691.32,1717.94,38.83,UNIT : ขวด,
2024-04-18,2024-04-18,DO-0004/0993,ลูกค้าต่างประเทศ,2025-01-06,003 / เครื่องฟอกอากาศ,346,966438.38,2793.17,725956.35,2098.14,24.88,G : กรัม,
2024-04-19,2024-04-19,DO-0010/8596,ลูกค้าต่างประเทศ,2025-03-07,003 / เครื่องฟอกอากาศ,335,642581.65,1918.15,521069.45,1555.43,18.91,UNIT : ขวด,
2024-04-20,2024-04-20,DO-0011/6394,ลูกค้าเงินสด,2024-09-30,สมุดโน้ต,794,1250446.65,1574.87,1003153.0,1263.42,19.78,PKG : แพ็ค,
2024-04-21,2024-04-21,DO-0011/0509,ลูกค้าเงินสด,2024-07-13,ยางลบ,805,3088020.4,3836.05,2552594.34,3170.92,17.34,PKG : แพ็ค,
2024-04-22,2024-04-22,DO-0001/5037,ลูกค้าสัญญา,2025-04-18,สมุดโน้ต,375,1148044.46,3061.45,742061.15,1978.83,35.36,G : กรัม,
2024-04-23,2024-04-23,DO-0006/0608,ลูกค้าต่างประเทศ,2025-04-01,ปากกาลูกลื่น,994,2012952.86,2025.1,1729953.42,1740.4,14.06,PKG : แพ็ค,
2024-04-24,2024-04-24,DO-0002/7986,ลูกค้าเงินสด,2024-08-21,สมุดโน้ต,495,1798951.48,3634.25,1137840.5,2298.67,36.75,UNIT : ขวด,
2024-04-25,2024-04-25,DO-0011/7750,ลูกค้าเงินสด,2024-11-04,สมุดโน้ต,11,33209.78,3019.07,28653.16,2604.83,13.72,G : กรัม,
2024-04-26,2024-04-26,DO-0001/1332,ลูกค้าสัญญา,2025-01-31,สมุดโน้ต,685,1489119.77,2173.9,1322777.23,1931.06,11.17,UNIT : ขวด,
2024-04-27,2024-04-27,DO-0001/0006,ลูกค้าต่างประเทศ,2025-03-16,ดินสอ,382,1029646.96,2695.41,865942.09,2266.86,15.9,UNIT : ขวด,
2024-04-28,2024-04-28,DO-0004/9863,ลูกค้าสัญญา,2024-09-22,ยางลบ,557,2724092.69,4890.65,1823428.04,3273.66,33.06,UNIT : ขวด,
2024-04-29,2024-04-29,DO-0011/4584,ลูกค้าต่างประเทศ,2024-10-13,ยางลบ,737,350085.25,475.01,212743.08,288.66,39.23,UNIT : ขวด,
2024-04-30,2024-04-30,DO-0011/0392,ลูกค้าเงินสด,2024-08-24,ปากกาลูกลื่น,86,32693.67,380.16,28737.43,334.16,12.1,G : กรัม,
2024-05-01,2024-05-01,DO-0004/4375,ลูกค้าเงินสด,2024-07-21,003 / เครื่องฟอกอากาศ,219,968090.97,4420.51,794744.18,3628.97,17.91,UNIT : ขวด,
2024-05-02,2024-05-02,DO-0005/2515,ลูกค้าเงินสด,2024-10-24,003 / เครื่องฟอกอากาศ,479,23450.42,48.96,17427.35,36.38,25.68,PKG : แพ็ค,
2024-05-03,2024-05-03,DO-0011/7307,ลูกค้าเงินสด,2024-07-11,003 / เครื่องฟอกอากาศ,314,1112669.93,3543.53,705413.8,2246.54,36.6,G : กรัม,
2024-05-04,2024-05-04,DO-0002/9806,ลูกค้าสัญญา,2024-11-07,ดินสอ,948,1137684.98,1200.09,991320.79,1045.7,12.87,PKG : แพ็ค,
2024-05-05,2024-05-05,DO-0003/8663,ลูกค้าต่างประเทศ,2024-12-18,ปากกาลูกลื่น,548,459405.17,838.33,390425.93,712.46,15.01,PKG : แพ็ค,
2024-05-06,2024-05-06,DO-0002/7738,ลูกค้าสัญญา,2024-10-08,สมุดโน้ต,176,222418.73,1263.74,168224.18,955.82,24.37,G : กรัม,
2024-05-07,2024-05-07,DO-0006/5707,ลูกค้าเงินสด,2025-01-27,ปากกาลูกลื่น,21,61759.0,2940.9,50332.04,2396.76,18.5,G : กรัม,
2024-05-08,2024-05-08,DO-0010/9987,ลูกค้าต่างประเทศ,2024-05-09,003 / เครื่องฟอกอากาศ,266,339222.66,1275.27,290938.34,1093.75,14.23,UNIT : ขวด,
2024-05-09,2024-05-09,DO-0005/7644,ลูกค้าต่างประเทศ,2024-12-09,สมุดโน้ต,874,3005955.64,3439.31,2406202.35,2753.09,19.95,UNIT : ขวด,
2024-05-10,2024-05-10,DO-0004/5412,ลูกค้าเงินสด,2025-03-06,ปากกาลูกลื่น,237,622682.76,2627.35,425448.7,1795.14,31.67,PKG : แพ็ค,
2024-05-11,2024-05-11,DO-0008/2375,ลูกค้าต่างประเทศ,2025-03-28,ยางลบ,395,1898336.23,4805.91,1591371.11,4028.79,16.17,PKG : แพ็ค,
2024-05-12,2024-05-12,DO-0011/0892,ลูกค้าสัญญา,2025-04-14,003 / เครื่องฟอกอากาศ,430,1510390.48,3512.54,1075579.6,2501.35,28.79,G : กรัม,
2024-05-13,2024-05-13,DO-0012/4448,ลูกค้าเงินสด,2025-01-16,สมุดโน้ต,242,178434.64,737.33,135951.75,561.78,23.81,UNIT : ขวด,
2024-05-14,2024-05-14,DO-0006/5720,ลูกค้าเงินสด,2024-06-08,สมุดโน้ต,293,106244.0,362.61,72721.19,248.2,31.55,G : กรัม,
2024-05-15,2024-05-15,DO-0007/2276,ลูกค้าต่างประเทศ,2024-07-05,สมุดโน้ต,913,1106859.98,1212.33,976316.22,1069.35,11.79,PKG : แพ็ค,
2024-05-16,2024-05-16,DO-0006/5423,ลูกค้าต่างประเทศ,2024-06-23,ยางลบ,943,3729531.21,3954.96,3042193.97,3226.08,18.43,UNIT : ขวด,
2024-05-17,2024-05-17,DO-0009/4707,ลูกค้าต่างประเทศ,2024-08-30,ยางลบ,856,1349663.36,1576.71,1126717.15,1316.26,16.52,UNIT : ขวด,
2024-05-18,2024-05-18,DO-0004/5260,ลูกค้าเงินสด,2024-08-22,ปากกาลูกลื่น,449,1435635.38,3197.41,1107059.35,2465.61,22.89,UNIT : ขวด,
2024-05-19,2024-05-19,DO-0005/9228,ลูกค้าต่างประเทศ,2025-02-20,ยางลบ,764,632025.83,827.26,539887.03,706.66,14.58,PKG : แพ็ค,
2024-05-20,2024-05-20,DO-0007/5849,ลูกค้าสัญญา,2024-08-17,ปากกาลูกลื่น,24,58008.79,2417.03,43093.41,1795.56,25.71,PKG : แพ็ค,
2024-05-21,2024-05-21,DO-0008/0103,ลูกค้าสัญญา,2025-03-12,ดินสอ,115,303864.76,2642.3,235509.35,2047.91,22.5,PKG : แพ็ค,
2024-05-22,2024-05-22,DO-0005/3406,ลูกค้าต่างประเทศ,2024-08-16,ปากกาลูกลื่น,534,1402286.9,2626.01,1103549.64,2066.57,21.3,PKG : แพ็ค,
2024-05-23,2024-05-23,DO-0007/4813,ลูกค้าต่างประเทศ,2024-11-11,ปากกาลูกลื่น,63,286770.88,4551.92,181690.45,2883.98,36.64,G : กรัม,
2024-05-24,2024-05-24,DO-0007/3022,ลูกค้าสัญญา,2024-10-04,ยางลบ,490,210574.1,429.74,172245.42,351.52,18.2,UNIT : ขวด,
2024-05-25,2024-05-25,DO-0004/9209,ลูกค้าสัญญา,2024-06-16,ดินสอ,775,739872.79,954.67,540222.77,697.06,26.98,PKG : แพ็ค,
2024-05-26,2024-05-26,DO-0002/4276,ลูกค้าสัญญา,2025-02-03,ปากกาลูกลื่น,164,532327.79,3245.9,370308.61,2257.98,30.44,UNIT : ขวด,
2024-05-27,2024-05-27,DO-0010/7310,ลูกค้าเงินสด,2025-04-09,ปากกาลูกลื่น,456,599163.85,1313.96,459496.84,1007.67,23.31,UNIT : ขวด,
2024-05-28,2024-05-28,DO-0007/6613,ลูกค้าต่างประเทศ,2024-11-08,สมุดโน้ต,782,3518897.16,4499.87,2967396.57,3794.62,15.67,G : กรัม,
2024-05-29,2024-05-29,DO-0009/4016,ลูกค้าต่างประเทศ,2024-12-02,ปากกาลูกลื่น,264,442283.07,1675.31,308046.97,1166.84,30.35,UNIT : ขวด,
